onset1	nucleus1	coda1	onset2	nucleus2	coda2	shape	syllable.contact.code	transcription
gn	ɑ	p				CNVC		gnɑp
ng	ɑ	p				NCVC		ngɑp
gn	aɪ	p				CNVC		gnaɪp
ng	aɪ	p				NCVC		ngaɪp
gn	aʊ	p				CNVC		gnaʊp
ng	aʊ	p				NCVC		ngaʊp
gn	ɪ	p				CNVC		gnɪp
ng	ɪ	p				NCVC		ngɪp
gn	ʊ	p				CNVC		gnʊp
ng	ʊ	p				NCVC		ngʊp
gn	ɛ	p				CNVC		gnɛp
ng	ɛ	p				NCVC		ngɛp
gn	æ	p				CNVC		gnæp
ng	æ	p				NCVC		ngæp
gm	iː	t				CNVC		gmiːt
mg	iː	t				NCVC		mgiːt
gm	uː	t				CNVC		gmuːt
mg	uː	t				NCVC		mguːt
gm	eɪ	t				CNVC		gmeɪt
mg	eɪ	t				NCVC		mgeɪt
gm	oʊ	t				CNVC		gmoʊt
mg	oʊ	t				NCVC		mgoʊt
gm	ɑ	t				CNVC		gmɑt
mg	ɑ	t				NCVC		mgɑt
gm	aɪ	t				CNVC		gmaɪt
mg	aɪ	t				NCVC		mgaɪt
gm	aʊ	t				CNVC		gmaʊt
mg	aʊ	t				NCVC		mgaʊt
gm	ɪ	t				CNVC		gmɪt
mg	ɪ	t				NCVC		mgɪt
gm	ʊ	t				CNVC		gmʊt
mg	ʊ	t				NCVC		mgʊt
gm	ɛ	t				CNVC		gmɛt
mg	ɛ	t				NCVC		mgɛt
gm	æ	t				CNVC		gmæt
mg	æ	t				NCVC		mgæt
gn	iː	t				CNVC		gniːt
ng	iː	t				NCVC		ngiːt
gn	uː	t				CNVC		gnuːt
ng	uː	t				NCVC		nguːt
gn	eɪ	t				CNVC		gneɪt
ng	eɪ	t				NCVC		ngeɪt
gn	oʊ	t				CNVC		gnoʊt
ng	oʊ	t				NCVC		ngoʊt
gn	ɑ	t				CNVC		gnɑt
ng	ɑ	t				NCVC		ngɑt
gn	aɪ	t				CNVC		gnaɪt
ng	aɪ	t				NCVC		ngaɪt
gn	aʊ	t				CNVC		gnaʊt
ng	aʊ	t				NCVC		ngaʊt
gn	ɪ	t				CNVC		gnɪt
ng	ɪ	t				NCVC		ngɪt
gn	ʊ	t				CNVC		gnʊt
ng	ʊ	t				NCVC		ngʊt
gn	ɛ	t				CNVC		gnɛt
ng	ɛ	t				NCVC		ngɛt
gn	æ	t				CNVC		gnæt
ng	æ	t				NCVC		ngæt
gm	iː	k				CNVC		gmiːk
mg	iː	k				NCVC		mgiːk
gm	uː	k				CNVC		gmuːk
mg	uː	k				NCVC		mguːk
gm	eɪ	k				CNVC		gmeɪk
mg	eɪ	k				NCVC		mgeɪk
gm	oʊ	k				CNVC		gmoʊk
mg	oʊ	k				NCVC		mgoʊk
gm	ɑ	k				CNVC		gmɑk
mg	ɑ	k				NCVC		mgɑk
gm	aɪ	k				CNVC		gmaɪk
mg	aɪ	k				NCVC		mgaɪk
gm	aʊ	k				CNVC		gmaʊk
mg	aʊ	k				NCVC		mgaʊk
gm	ɪ	k				CNVC		gmɪk
mg	ɪ	k				NCVC		mgɪk
gm	ʊ	k				CNVC		gmʊk
mg	ʊ	k				NCVC		mgʊk
gm	ɛ	k				CNVC		gmɛk
mg	ɛ	k				NCVC		mgɛk
gm	æ	k				CNVC		gmæk
mg	æ	k				NCVC		mgæk
gn	iː	k				CNVC		gniːk
ng	iː	k				NCVC		ngiːk
gn	uː	k				CNVC		gnuːk
ng	uː	k				NCVC		nguːk
gn	eɪ	k				CNVC		gneɪk
ng	eɪ	k				NCVC		ngeɪk
gn	oʊ	k				CNVC		gnoʊk
ng	oʊ	k				NCVC		ngoʊk
gn	ɑ	k				CNVC		gnɑk
ng	ɑ	k				NCVC		ngɑk
gn	aɪ	k				CNVC		gnaɪk
ng	aɪ	k				NCVC		ngaɪk
gn	aʊ	k				CNVC		gnaʊk
ng	aʊ	k				NCVC		ngaʊk
gn	ɪ	k				CNVC		gnɪk
ng	ɪ	k				NCVC		ngɪk
gn	ʊ	k				CNVC		gnʊk
ng	ʊ	k				NCVC		ngʊk
gn	ɛ	k				CNVC		gnɛk
ng	ɛ	k				NCVC		ngɛk
gn	æ	k				CNVC		gnæk
ng	æ	k				NCVC		ngæk
